-1.653,101344.86
-1.625,101344.52
-1.618,101344.44
-1.633,101344.62
-1.7,101345.42
-1.7,101345.42
-1.697,101345.39
-1.701,101345.44
-1.764,101346.19
-1.729,101345.77
-1.74,101345.9
-1.713,101345.58
-1.72,101345.66
-1.73,101345.78
-1.737,101345.87
-1.728,101345.76
-1.705,101345.48
-1.724,101345.71
-1.727,101345.75
-1.612,101344.37
-1.517,101343.23
-1.522,101343.29
-1.654,101344.87
-1.793,101346.54
-1.826,101346.94
-1.795,101346.57
-1.782,101346.41
-1.719,101345.65
-1.671,101345.08
-1.689,101345.29
-1.708,101345.52
-1.704,101345.47
-1.699,101345.41
-1.701,101345.44
-1.682,101345.21
-1.714,101345.59
-1.688,101345.28
-1.666,101345.02
-1.686,101345.26
-1.725,101345.72
-1.722,101345.69
-1.709,101345.53
-1.709,101345.53
-1.706,101345.5
-1.716,101345.62
-1.699,101345.41
-1.726,101345.74
-1.697,101345.39
-1.705,101345.48
-1.694,101345.35
-1.713,101345.58
-1.75,101346.02
-1.712,101345.57
-1.703,101345.46
-1.693,101345.34
-1.706,101345.5
-1.719,101345.65
-1.699,101345.41
-1.725,101345.72
-1.708,101345.52
-1.725,101345.72
-1.731,101345.8
-1.717,101345.63
-1.736,101345.86
-1.717,101345.63
-1.716,101345.62
-1.707,101345.51
-1.707,101345.51
-1.703,101345.46
-1.692,101345.33
-1.687,101345.27
-1.693,101345.34
-1.699,101345.41
-1.702,101345.45
-1.717,101345.63
-1.729,101345.77
-1.725,101345.72
-1.702,101345.45
-1.701,101345.44
-1.701,101345.44
-1.697,101345.39
-1.7,101345.42
-1.702,101345.45
-1.702,101345.45
-1.698,101345.4
-1.7,101345.42
-1.703,101345.46
-1.701,101345.44
-1.697,101345.39
-1.7,101345.42
-1.659,101344.93
-1.712,101345.57
-1.794,101346.55
-1.728,101345.76
-1.622,101344.49
-1.619,101344.45
-1.693,101345.34
-1.727,101345.75
-1.73,101345.78
-1.781,101346.4
-1.825,101346.93
-1.801,101346.64
-1.75,101346.02
-1.713,101345.58
-1.686,101345.26
-1.702,101345.45
-1.704,101345.47
-1.697,101345.39
-1.703,101345.46
-1.7,101345.42
-1.631,101344.6
-1.632,101344.61
-1.636,101344.66
-1.638,101344.68
-1.638,101344.68
-1.641,101344.72
-1.647,101344.79
-1.653,101344.86
-1.659,101344.93
-1.662,101344.97
-1.668,101345.04
-1.675,101345.12
-1.679,101345.17
-1.683,101345.22
-1.686,101345.26
-1.687,101345.27
-1.689,101345.29
-1.69,101345.3
-1.691,101345.32
-1.691,101345.32
-1.693,101345.34
-1.694,101345.35
-1.696,101345.38
-1.696,101345.38
-1.695,101345.36
-1.696,101345.38
-1.697,101345.39
-1.698,101345.4
-1.699,101345.41
-1.698,101345.4
